address,b_mianji,chaoxiang,dianti,display_total_price,gongnuan,huxing,huxing_jiegou,jianzhu_jiegou,jianzhu_leixing,louceng,niandai,sold_date,sold_total_price,t_mianji,traffic,unit_price,zhuangxiu 
首开国风美唐综合楼,49.36㎡          ,东   ,暂无数据           ,150挂牌价格（万）,集中供暖        ,1室0厅1厨1卫        ,暂无数据              ,钢混结构  ,板楼       ,中楼层(共17层)          ,2014 ,2019.01.09 成交,135万,暂无数据         ,近地铁,27351元/平,其他     
慧忠里,40.8㎡          ,东 西   ,无           ,400挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1993 ,2019.01.08 成交,377万,27.96㎡         ,近地铁,92402元/平,毛坯     
青云北区,43.19㎡          ,南 西 北   ,无           ,452挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,1990 ,2019.01.08 成交,439万,暂无数据         ,近地铁,101644元/平,其他     
加州水郡四期,87.82㎡          ,西南   ,有           ,299挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,中楼层(共11层)          ,2011 ,2019.01.08 成交,290万,73.35㎡         ,暂无数据,33023元/平,精装     
华威西里,46.76㎡          ,南   ,无           ,265挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1994 ,2019.01.08 成交,251万,暂无数据         ,近地铁,53679元/平,其他     
东王庄,46.92㎡          ,东   ,无           ,350挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1995 ,2019.01.08 成交,348万,暂无数据         ,近地铁,74169元/平,简装     
弘善家园,75.53㎡          ,东北   ,有           ,360挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共28层)          ,2009 ,2019.01.08 成交,346万,64.43㎡         ,近地铁,45810元/平,精装     
华业东方玫瑰D区,87.84㎡          ,南   ,有           ,480挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,低楼层(共22层)          ,2012 ,2019.01.08 成交,450万,70.06㎡         ,近地铁,51230元/平,精装     
电车厂宿舍,55.5㎡          ,南 北   ,无           ,460挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,1982 ,2019.01.08 成交,445万,37.9㎡         ,近地铁,80181元/平,简装     
平原里小区,65.72㎡          ,南 北   ,无           ,610挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共5层)          ,1998 ,2019.01.08 成交,595万,44.46㎡         ,近地铁,90536元/平,简装     
世华泊郡,167.75㎡          ,南 北   ,有           ,1399挂牌价格（万）,集中供暖        ,4室2厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共27层)          ,2012 ,2019.01.08 成交,1200万,131.85㎡         ,暂无数据,71536元/平,精装     
天畅园,85.89㎡          ,东北   ,有           ,435挂牌价格（万）,自供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共32层)          ,2008 ,2019.01.08 成交,410万,67.82㎡         ,近地铁,47736元/平,精装     
中海枫涟山庄,137.87㎡          ,南 北   ,有           ,1050挂牌价格（万）,自供暖        ,3室2厅1厨2卫        ,复式              ,钢混结构  ,板楼       ,顶层(共8层)          ,2004 ,2019.01.08 成交,1013万,116.65㎡         ,近地铁,73476元/平,精装     
劲松八区,77.18㎡          ,西北   ,有           ,420挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共16层)          ,1982 ,2019.01.08 成交,399万,暂无数据         ,近地铁,51698元/平,简装     
甘露园南里,69.04㎡          ,东南   ,有           ,388挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共22层)          ,2001 ,2019.01.08 成交,370万,55.32㎡         ,暂无数据,53593元/平,精装     
和谐家园二区,124.47㎡          ,南 北   ,无           ,528挂牌价格（万）,自供暖        ,3室2厅1厨2卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,2006 ,2019.01.08 成交,505万,113.63㎡         ,近地铁,40573元/平,简装     
玉林东里一区,60.3㎡          ,南 北   ,无           ,375挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1992 ,2019.01.08 成交,363万,暂无数据         ,,60200元/平,其他     
天通苑北二区,134.03㎡          ,南 北   ,有           ,495挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共14层)          ,2004 ,2019.01.08 成交,493万,119.8㎡         ,暂无数据,36783元/平,精装     
首开国风美唐一期,93.46㎡          ,南 北   ,有           ,565挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,中楼层(共11层)          ,2012 ,2019.01.08 成交,550万,71.75㎡         ,近地铁,58849元/平,精装     
安贞西里,38.14㎡          ,南 北   ,无           ,365挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,底层(共6层)          ,1985 ,2019.01.08 成交,354万,暂无数据         ,暂无数据,92816元/平,精装     
安宁里南区,80.29㎡          ,东   ,有           ,480挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共18层)          ,2000 ,2019.01.08 成交,446万,暂无数据         ,暂无数据,55549元/平,简装     
和谐家园二区,93.6㎡          ,南 北   ,无           ,420挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,2006 ,2019.01.08 成交,410万,83.72㎡         ,近地铁,43804元/平,简装     
酷特区,39.65㎡          ,西   ,有           ,270挂牌价格（万）,集中供暖        ,1室0厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共21层)          ,2006 ,2019.01.08 成交,246万,28.4㎡         ,暂无数据,62043元/平,精装     
流星花园三区,136.76㎡          ,南 北   ,有           ,735挂牌价格（万）,自供暖        ,3室1厅1厨2卫        ,平层              ,混合结构  ,板楼       ,中楼层(共5层)          ,2004 ,2019.01.08 成交,685万,116.99㎡         ,近地铁,50088元/平,精装     
乐栋300,36.75㎡          ,西   ,有           ,129挂牌价格（万）,自供暖        ,1室1厅1厨1卫        ,暂无数据              ,钢混结构  ,板楼       ,顶层(共4层)          ,2011 ,2019.01.08 成交,122万,27.49㎡         ,暂无数据,33198元/平,精装     
裕龙一区,86.24㎡          ,南 北   ,无           ,390挂牌价格（万）,集中供暖        ,2室2厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,1998 ,2019.01.08 成交,375万,59.2㎡         ,暂无数据,43484元/平,精装     
嘉铭桐城F区,174.52㎡          ,西南   ,有           ,1370挂牌价格（万）,自供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共28层)          ,2000 ,2019.01.08 成交,1230万,150.73㎡         ,近地铁,70480元/平,简装     
怡锦园,96.04㎡          ,西南   ,有           ,530挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共30层)          ,2003 ,2019.01.08 成交,505万,81.12㎡         ,近地铁,52583元/平,精装     
莲花池西路23号,67.11㎡          ,南 北   ,有           ,485挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共24层)          ,1998 ,2019.01.08 成交,484万,暂无数据         ,近地铁,72121元/平,简装     
银领国际,109.77㎡          ,西南   ,有           ,730挂牌价格（万）,集中供暖        ,2室2厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共26层)          ,2004 ,2019.01.08 成交,711万,89.79㎡         ,近地铁,64772元/平,简装     
金隅通和园,82.83㎡          ,南   ,暂无数据           ,330挂牌价格（万）,暂无数据        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共29层)          ,未知 ,2019.01.11 成交,327万,暂无数据         ,,39479元/平,其他     
华亭嘉园,189.41㎡          ,西南   ,有           ,1350挂牌价格（万）,集中供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共32层)          ,2000 ,2019.01.11 成交,1280万,157.22㎡         ,近地铁,67579元/平,简装     
濠景阁,177.89㎡          ,西南   ,有           ,1334挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共23层)          ,1999 ,2019.01.11 成交,1150万,141.73㎡         ,暂无数据,64647元/平,精装     
金星园,64.14㎡          ,北   ,有           ,620挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共15层)          ,2004 ,2019.01.12 成交,587万,52.78㎡         ,近地铁,91519元/平,精装     
北辰福第二号院,45.81㎡          ,南   ,暂无数据           ,270挂牌价格（万）,自供暖        ,1室0厅1厨1卫        ,暂无数据              ,钢混结构  ,塔楼       ,高楼层(共22层)          ,2008 ,2019.01.11 成交,255万,37.28㎡         ,近地铁,55665元/平,精装     
财智公馆,48.64㎡          ,东   ,有           ,350挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共16层)          ,2004 ,2019.01.11 成交,322万,暂无数据         ,近地铁,66201元/平,精装     
绿岛家园,80.76㎡          ,南 北   ,无           ,340挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,2003 ,2019.01.12 成交,321万,69.85㎡         ,暂无数据,39748元/平,简装     
潘道庙,73㎡          ,南   ,无           ,490挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,暂无数据              ,钢混结构  ,板楼       ,中楼层(共6层)          ,2007 ,2019.01.13 成交,477万,暂无数据         ,近地铁,65343元/平,其他     
新海南里,92.98㎡          ,南 北   ,无           ,320挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,2006 ,2019.01.12 成交,320万,79.09㎡         ,暂无数据,34417元/平,精装     
炫特嘉园一期,43.7㎡          ,北   ,有           ,270挂牌价格（万）,集中供暖        ,1室0厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共22层)          ,2004 ,2019.01.12 成交,266.5万,32.98㎡         ,近地铁,60984元/平,简装     
慧忠里,46.8㎡          ,南   ,无           ,421挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共6层)          ,1992 ,2019.01.12 成交,400万,暂无数据         ,近地铁,85471元/平,毛坯     
香河园中里,53.62㎡          ,南   ,无           ,335挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,砖混结构  ,板楼       ,顶层(共6层)          ,1981 ,2019.01.13 成交,320万,暂无数据         ,近地铁,59680元/平,其他     
华龙美晟,136.35㎡          ,西南   ,有           ,810挂牌价格（万）,自供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,底层(共12层)          ,2009 ,2019.01.13 成交,804万,112.5㎡         ,近地铁,58966元/平,简装     
曙光里,44.43㎡          ,西南   ,无           ,315挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1999 ,2019.01.13 成交,295万,暂无数据         ,暂无数据,66397元/平,精装     
龙翔路小区,101.55㎡          ,东 南 北   ,有           ,846挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共18层)          ,1997 ,2019.01.13 成交,790万,84.06㎡         ,近地铁,77795元/平,简装     
和义东里一区,72.89㎡          ,南 北   ,无           ,370挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共6层)          ,1999 ,2019.01.13 成交,355万,66.7㎡         ,近地铁,48704元/平,简装     
安德路47号院,36.7㎡          ,东   ,无           ,390挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,暂无数据              ,混合结构  ,板楼       ,顶层(共6层)          ,1990 ,2019.01.13 成交,370万,暂无数据         ,近地铁,100818元/平,精装     
顺源里,67.26㎡          ,南 北   ,无           ,495挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,砖混结构  ,板楼       ,高楼层(共6层)          ,1980 ,2019.01.13 成交,488万,暂无数据         ,近地铁,72555元/平,简装     
季景沁园,68.76㎡          ,北   ,有           ,530挂牌价格（万）,自供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共24层)          ,2007 ,2019.01.13 成交,510万,53.94㎡         ,近地铁,74172元/平,精装     
新康园,149.17㎡          ,东南   ,有           ,630挂牌价格（万）,集中供暖        ,2室1厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共24层)          ,2003 ,2019.01.13 成交,626万,暂无数据         ,近地铁,41966元/平,精装     
白纸坊西街,83.24㎡          ,西南   ,有           ,750挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共18层)          ,2001 ,2019.01.13 成交,730万,65.6㎡         ,暂无数据,87699元/平,简装     
紫南家园,61.38㎡          ,南   ,有           ,350挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,中楼层(共12层)          ,2002 ,2019.01.13 成交,370万,51.16㎡         ,近地铁,60281元/平,简装     
玉林里小区,69.1㎡          ,南 北   ,无           ,430挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1990 ,2019.01.13 成交,413.5万,暂无数据         ,暂无数据,59841元/平,精装     
随园,89.55㎡          ,南 北   ,有           ,360挂牌价格（万）,自供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共9层)          ,2009 ,2019.01.13 成交,357万,76.29㎡         ,暂无数据,39866元/平,精装     
六铺炕二区,84.7㎡          ,南 北   ,无           ,1185.8挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,暂无数据              ,混合结构  ,板楼       ,中楼层(共6层)          ,1982 ,2019.01.13 成交,1135万,84.7㎡         ,近地铁,134003元/平,精装     
劲松三区,60.25㎡          ,南 北   ,无           ,367挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共5层)          ,1980 ,2019.01.13 成交,361万,暂无数据         ,近地铁,59918元/平,精装     
汇达公寓,67.3㎡          ,东   ,有           ,385挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,顶层(共26层)          ,2000 ,2019.01.13 成交,352万,54.44㎡         ,暂无数据,52304元/平,其他     
华严北里小区,45.29㎡          ,南   ,有           ,349.1挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共16层)          ,1995 ,2019.01.13 成交,339万,暂无数据         ,近地铁,74851元/平,简装     
永达逸家,48.06㎡          ,东   ,有           ,390挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板塔结合       ,低楼层(共15层)          ,2004 ,2019.01.13 成交,360万,38.25㎡         ,近地铁,74907元/平,精装     
博龙家园,62.72㎡          ,西   ,有           ,315挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共19层)          ,2004 ,2019.01.13 成交,300万,46.97㎡         ,暂无数据,47832元/平,简装     
磨房南里,57.73㎡          ,南 北   ,无           ,345挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,砖混结构  ,板楼       ,低楼层(共6层)          ,1992 ,2019.01.13 成交,328万,暂无数据         ,近地铁,56817元/平,精装     
司达小区,61.12㎡          ,南 北   ,无           ,319挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,1993 ,2019.01.13 成交,316万,暂无数据         ,近地铁,51702元/平,简装     
人定湖西里,56.7㎡          ,南 北   ,无           ,710挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,1980 ,2019.01.13 成交,690万,39.49㎡         ,暂无数据,121694元/平,简装     
百环家园,125.5㎡          ,东南   ,有           ,700挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共28层)          ,2005 ,2019.01.13 成交,665万,104.02㎡         ,近地铁,52989元/平,精装     
紫薇天悦,87.08㎡          ,西   ,有           ,668挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共23层)          ,2009 ,2019.01.13 成交,650万,70.58㎡         ,近地铁,74645元/平,精装     
民园小区,69.25㎡          ,南 北   ,无           ,268挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1998 ,2019.01.13 成交,267.5万,暂无数据         ,暂无数据,38629元/平,精装     
怡馨家园,46.04㎡          ,南   ,有           ,259挂牌价格（万）,集中供暖        ,1室0厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共18层)          ,2006 ,2019.01.13 成交,244.1万,37.37㎡         ,暂无数据,53011元/平,精装     
保利紫荆香谷,84.6㎡          ,南   ,暂无数据           ,375挂牌价格（万）,暂无数据        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,暂无数据       ,中楼层(共23层)          ,2016 ,2019.01.13 成交,373.8万,63.29㎡         ,,44185元/平,精装     
观音寺南里,88.56㎡          ,南 北   ,无           ,325挂牌价格（万）,集中供暖        ,2室2厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,2003 ,2019.01.13 成交,314万,78.31㎡         ,暂无数据,35457元/平,简装     
永乐东区,61.01㎡          ,南 西   ,有           ,285挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共18层)          ,1989 ,2019.01.13 成交,271万,暂无数据         ,近地铁,44419元/平,精装     
芭蕾雨悦都北区,80.69㎡          ,南 北   ,有           ,532挂牌价格（万）,集中供暖        ,4室2厅1厨2卫        ,暂无数据              ,钢混结构  ,板楼       ,顶层(共9层)          ,2012 ,2019.01.13 成交,510万,68.44㎡         ,近地铁,63205元/平,精装     
东柳西里,54.24㎡          ,南 北   ,无           ,235挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共5层)          ,1979 ,2019.01.13 成交,230万,暂无数据         ,,42405元/平,简装     
田村路19号院,62.12㎡          ,南 北   ,无           ,370挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,暂无数据              ,混合结构  ,板楼       ,低楼层(共6层)          ,2001 ,2019.01.13 成交,365.5万,暂无数据         ,近地铁,58838元/平,其他     
万方家园,77㎡          ,南   ,有           ,448挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,低楼层(共18层)          ,2013 ,2019.01.13 成交,425万,57.49㎡         ,近地铁,55195元/平,简装     
水利局小区,78.44㎡          ,南 北   ,无           ,538挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,2000 ,2019.01.13 成交,520万,暂无数据         ,近地铁,66293元/平,其他     
怡景园,385.82㎡          ,南 北   ,有           ,2850挂牌价格（万）,集中供暖        ,6室2厅1厨3卫        ,暂无数据              ,钢混结构  ,塔楼       ,高楼层(共12层)          ,2003 ,2019.01.13 成交,2505万,295.21㎡         ,近地铁,64927元/平,精装     
帅府园,70.99㎡          ,南 北   ,无           ,355挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1992 ,2019.01.13 成交,355万,暂无数据         ,近地铁,50008元/平,其他     
银领国际,161.95㎡          ,西南   ,有           ,1050挂牌价格（万）,集中供暖        ,3室2厅1厨3卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共26层)          ,2003 ,2019.01.13 成交,1022万,131.62㎡         ,近地铁,63106元/平,精装     
韩庄子二里,60.8㎡          ,南 西   ,无           ,309挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1992 ,2019.01.13 成交,305万,暂无数据         ,近地铁,50165元/平,精装     
国瑞城中区,51.95㎡          ,南 西   ,有           ,450挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共16层)          ,2006 ,2019.01.13 成交,410万,41.24㎡         ,近地铁,78923元/平,精装     
茗筑,85.86㎡          ,东南   ,有           ,660挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共27层)          ,2005 ,2019.01.13 成交,648万,67.35㎡         ,暂无数据,75472元/平,简装     
天鸿美域,60.41㎡          ,南   ,有           ,295挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共13层)          ,2004 ,2019.01.13 成交,295万,48.72㎡         ,暂无数据,48833元/平,精装     
百草园,92.15㎡          ,南 北   ,无           ,690挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,2002 ,2019.01.13 成交,650万,暂无数据         ,近地铁,70538元/平,简装     
滨河小区,65.9㎡          ,南 北   ,无           ,243挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1994 ,2019.01.13 成交,238.5万,暂无数据         ,暂无数据,36192元/平,简装     
华润小区,48.6㎡          ,南   ,无           ,265挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1996 ,2019.01.13 成交,256.8万,暂无数据         ,近地铁,52840元/平,毛坯     
扣钟北里,56.8㎡          ,南 北   ,无           ,596挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,暂无数据              ,混合结构  ,板楼       ,中楼层(共6层)          ,1991 ,2019.01.13 成交,589万,暂无数据         ,近地铁,103698元/平,其他     
金顶阳光,88.21㎡          ,东   ,有           ,405挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共21层)          ,2009 ,2019.01.13 成交,396万,72.04㎡         ,暂无数据,44893元/平,其他     
长安新城二区,148.25㎡          ,南 北   ,有           ,820挂牌价格（万）,自供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,中楼层(共11层)          ,2002 ,2019.01.13 成交,790万,暂无数据         ,暂无数据,53289元/平,精装     
旧宫新苑南区,64㎡          ,南   ,有           ,235挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,暂无数据              ,钢混结构  ,板楼       ,中楼层(共18层)          ,2012 ,2019.01.13 成交,230万,暂无数据         ,,35938元/平,其他     
羊肉胡同120号院,77.7㎡          ,南 西 北   ,无           ,880挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,1990 ,2019.01.13 成交,846万,暂无数据         ,近地铁,108881元/平,简装     
首科花园,142.17㎡          ,西南 北   ,有           ,930挂牌价格（万）,集中供暖        ,4室2厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,中楼层(共14层)          ,2006 ,2019.01.13 成交,880万,119.99㎡         ,暂无数据,61898元/平,精装     
润景公馆,99.49㎡          ,西南   ,有           ,480挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,中楼层(共20层)          ,2011 ,2019.01.13 成交,456万,80.29㎡         ,暂无数据,45834元/平,精装     
万年花城回迁,38.51㎡          ,东南   ,有           ,230挂牌价格（万）,自供暖        ,1室0厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共20层)          ,2004 ,2019.01.13 成交,220万,30.4㎡         ,近地铁,57129元/平,简装     
百万庄中里,54㎡          ,南 北   ,无           ,740挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共6层)          ,1993 ,2019.01.13 成交,710万,暂无数据         ,近地铁,131482元/平,精装     
北苑家园紫绶园,79.63㎡          ,西北   ,有           ,390挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共25层)          ,1998 ,2019.01.13 成交,383.5万,66.13㎡         ,暂无数据,48161元/平,精装     
光熙门北里,44.9㎡          ,南   ,有           ,338挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共18层)          ,1988 ,2019.01.13 成交,335万,暂无数据         ,近地铁,74611元/平,简装     
冠城南园,146.6㎡          ,东北   ,有           ,1450挂牌价格（万）,集中供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共24层)          ,1998 ,2019.01.13 成交,1350万,暂无数据         ,近地铁,92088元/平,精装     
云趣园三区,95.53㎡          ,南 北   ,无           ,450挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共7层)          ,2000 ,2019.01.13 成交,435万,暂无数据         ,近地铁,45536元/平,其他     
国美第一城2号院,96.13㎡          ,南   ,有           ,640挂牌价格（万）,集中供暖        ,2室1厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共27层)          ,2006 ,2019.01.13 成交,580万,76.44㎡         ,暂无数据,60335元/平,其他     
长景新园,54.35㎡          ,南   ,暂无数据           ,179挂牌价格（万）,自供暖        ,1室0厅1厨1卫        ,平层              ,混合结构  ,暂无数据       ,高楼层(共6层)          ,2011 ,2019.01.13 成交,169万,46.93㎡         ,近地铁,31095元/平,毛坯     
巴克摩界,37.44㎡          ,北   ,有           ,210挂牌价格（万）,集中供暖        ,1室0厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共11层)          ,2007 ,2019.01.13 成交,206万,28.61㎡         ,暂无数据,55022元/平,简装     
同馨家园,57.59㎡          ,西   ,暂无数据           ,285挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共16层)          ,2012 ,2019.01.13 成交,299.6万,46.36㎡         ,暂无数据,52023元/平,精装     
石榴园南里小区,51.02㎡          ,南   ,有           ,265挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共9层)          ,1998 ,2019.01.13 成交,269.4万,暂无数据         ,近地铁,52803元/平,精装     
安华西里社区,52.94㎡          ,南 北   ,无           ,380挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,1984 ,2019.01.13 成交,370万,暂无数据         ,暂无数据,69891元/平,简装     
古城特钢楼,40.42㎡          ,东   ,无           ,195挂牌价格（万）,集中供暖        ,2室0厅1厨1卫        ,暂无数据              ,混合结构  ,板楼       ,中楼层(共5层)          ,1974 ,2019.01.13 成交,180万,29.2㎡         ,近地铁,44533元/平,简装     
